TransactionID,SaleDate,CustomerID,ProductID,StoreID,CampaignID,SaleAmount,DiscountPercent,PaymentType
97,5/4/2025,1082,2024,402,3,372.81,10,Debit
98,5/4/2025,1059,2099,404,0,1292.64,10,Cash
99,5/4/2025,1081,2095,404,3,490.79,10,Cash
100,5/4/2025,1098,2084,402,3,0,10,Debit
101,5/4/2025,1009,2016,403,0,969.06,10,Debit
102,5/4/2025,1112,2012,404,0,1869.57,10,Debit
103,5/4/2025,1184,2018,404,1,488.03,10,Cash
104,5/4/2025,1019,2060,403,2,0,10,Cash
105,5/4/2025,1159,2088,404,0,0,10,Debit
106,5/4/2025,1084,2086,404,2,2861.12,10,Cash
107,5/4/2025,1160,2091,404,0,905.79,10,Cash
108,5/4/2025,1158,2008,402,2,159.82,10,Debit
109,5/4/2025,1058,2095,401,3,2453.95,10,Debit
110,5/4/2025,1025,2097,401,3,842.1,10,Debit
111,5/4/2025,1042,2088,403,0,709.35,10,Debit
112,5/4/2025,1011,2041,401,2,0,10,Cash
113,5/4/2025,1091,2047,404,1,0,10,Cash
114,5/4/2025,1062,2067,404,1,0,10,Debit
115,5/4/2025,1043,2022,401,3,2684.72,10,Debit
116,5/4/2025,1158,2087,402,3,477.96,10,Debit
117,5/4/2025,1149,2018,402,3,1626.78,10,Cash
118,5/4/2025,1163,2032,404,2,756.48,10,Cash
119,5/4/2025,1170,2001,404,2,659.76,10,Debit
120,5/4/2025,1173,2069,402,0,464.78,10,Cash
121,5/4/2025,1113,2044,403,3,0,10,Cash
122,5/4/2025,1176,2032,404,2,756.48,10,Debit
123,5/4/2025,1050,2049,404,0,2819.52,10,Debit
124,5/4/2025,1060,2048,403,2,1144.42,10,Debit
125,5/4/2025,1179,2037,401,3,1440.56,10,Debit
126,5/4/2025,1070,2001,401,3,0,10,Cash
127,5/4/2025,1073,2099,402,2,0,10,Cash
128,5/4/2025,1056,2081,402,2,0,10,Debit
129,5/4/2025,1173,2096,402,0,672.18,10,Debit
130,5/4/2025,1160,2082,401,2,426.56,10,Debit
131,5/4/2025,1112,2004,403,1,1669.05,10,Cash
132,5/4/2025,1023,2037,403,3,2160.84,10,Cash
133,5/4/2025,1044,2025,402,2,223.7,10,Debit
134,5/4/2025,1135,2064,403,1,793.91,10,Cash
135,5/4/2025,1065,2061,403,2,639.74,10,Cash
136,5/4/2025,1029,2059,401,1,921.69,10,Debit
137,5/4/2025,1193,2028,404,2,1531.06,10,Debit
138,5/4/2025,1023,2050,401,2,298.85,10,Debit
139,5/4/2025,1137,2015,404,2,539.98,10,Debit
140,5/4/2025,1172,2095,403,3,2453.95,10,Cash
141,5/4/2025,1163,2047,401,1,301.48,10,Cash
142,5/4/2025,1120,2003,403,1,1039.99,10,Debit
143,5/4/2025,1165,2008,404,2,53.27,10,Debit
144,5/4/2025,1166,2052,401,1,658.13,10,Debit
145,5/4/2025,1011,2004,403,3,3709,10,Cash
146,5/4/2025,1029,2012,402,1,0,10,Cash
147,5/4/2025,1099,2058,403,3,666.75,10,Debit
148,5/4/2025,1150,2095,402,3,490.79,10,Cash
149,5/4/2025,1167,2012,404,3,0,10,Cash
150,5/4/2025,1071,2004,403,1,834.52,10,Debit
151,5/4/2025,1113,2056,402,2,839.55,10,Debit
152,5/4/2025,1025,2087,403,2,0,10,Debit
153,5/4/2025,1015,2050,403,1,504.31,10,Debit
154,5/4/2025,1031,2058,401,1,2400.3,10,Cash
155,5/4/2025,1164,2081,401,0,2984.88,10,Cash
156,5/4/2025,1085,2031,402,1,508.77,10,Debit
157,5/4/2025,1017,2097,402,1,757.89,10,Debit
158,5/4/2025,1059,2042,402,0,0,10,Debit
159,5/4/2025,1070,2018,402,2,0,10,Cash
160,5/4/2025,1044,2014,401,1,886.68,10,Cash
161,5/4/2025,1003,2045,402,2,499.42,10,Debit
162,5/4/2025,1004,2022,403,0,671.18,10,Cash
163,5/4/2025,1032,2094,404,0,493.35,10,Cash
164,5/4/2025,1190,2008,404,3,266.36,10,Debit
165,5/4/2025,1199,2046,401,3,167.15,10,Debit
166,5/4/2025,1128,2028,401,2,2041.41,10,Debit
167,5/4/2025,1117,2082,401,0,799.8,10,Debit
168,5/4/2025,1122,2051,404,0,234.64,10,Cash
169,5/4/2025,1125,2091,404,0,1811.58,10,Cash
170,5/4/2025,1020,2041,402,0,0,10,Debit
171,5/4/2025,1032,2035,403,3,4499.95,10,Debit
172,5/4/2025,1152,2067,403,3,872.85,10,Debit
173,5/4/2025,1129,2077,404,0,2809.15,10,Cash
174,5/4/2025,1179,2014,402,3,738.9,10,Cash
175,5/4/2025,1115,2029,404,2,0,10,Debit
176,5/4/2025,1116,2051,404,0,351.96,10,Cash
177,5/4/2025,1080,2054,403,2,3602.04,10,Cash
178,5/4/2025,1095,2019,404,0,933.93,10,Debit
179,5/4/2025,1023,2010,401,3,0,10,Debit
180,5/4/2025,1024,2095,403,1,3533.69,10,Debit
181,5/4/2025,1142,2007,403,0,583.39,10,Debit
182,5/4/2025,1105,2045,404,0,624.28,10,Cash
183,5/4/2025,1073,2076,403,2,1934.57,10,Cash
184,5/4/2025,1026,2073,402,1,1797.95,10,Debit
185,5/4/2025,1168,2061,402,0,599.76,10,Debit
186,5/4/2025,1089,2071,403,0,0,10,Debit
187,5/4/2025,1195,2035,402,3,0,10,Cash
188,5/4/2025,1143,2098,401,2,2178.86,10,Cash
189,5/4/2025,1007,2023,403,2,751.63,10,Debit
190,5/4/2025,1086,2044,401,1,373.64,10,Cash
191,5/4/2025,1036,2072,404,0,1260.9,10,Cash
192,5/4/2025,1036,2094,401,0,2466.75,10,Debit
193,5/4/2025,1191,2067,402,3,872.85,10,Debit
194,5/4/2025,1107,2058,403,1,1800.22,10,Debit
195,5/4/2025,1094,2039,403,0,1952.88,10,Debit
196,5/4/2025,1013,2019,402,0,0,10,Cash
197,5/4/2025,1172,2010,403,3,0,10,Cash
198,5/4/2025,1169,2054,404,3,900.51,10,Debit
199,5/4/2025,1106,2034,402,0,136.17,10,Debit
200,5/4/2025,1088,2055,401,2,129.46,10,Debit
201,5/4/2025,1173,2086,404,2,715.28,10,Cash
202,5/4/2025,1011,2028,404,0,0,10,Cash
203,5/4/2025,1001,2026,403,1,190.4,10,Debit
204,5/4/2025,1196,2017,403,2,370.96,10,Cash
205,5/4/2025,1083,2015,401,3,0,10,Cash
206,5/4/2025,1191,2055,402,1,48.55,10,Debit
207,5/4/2025,1097,2068,402,2,1312.38,10,Debit
208,5/4/2025,1018,2050,401,3,0,10,Debit
209,5/4/2025,1004,2058,401,2,1066.8,10,Debit
210,5/4/2025,1147,2054,404,3,2701.53,10,Cash
211,5/4/2025,1074,2014,404,0,738.9,10,Cash
212,5/4/2025,1083,2021,404,2,668.33,10,Debit
213,5/4/2025,1022,2055,401,1,97.09,10,Debit
214,5/4/2025,1111,2075,404,0,1561.28,10,Debit
215,5/4/2025,1101,2039,403,1,2636.39,10,Cash
216,5/4/2025,1085,2099,402,0,646.32,10,Cash
217,5/4/2025,1130,2081,401,1,1343.2,10,Debit
218,5/4/2025,1198,2044,403,1,186.82,10,Cash
219,5/4/2025,1060,2013,402,2,0,10,Cash
220,5/4/2025,1050,2022,402,0,671.18,10,Debit
221,5/4/2025,1045,2098,404,3,907.86,10,Debit
222,5/4/2025,1193,2072,404,2,1681.2,10,Debit
223,5/4/2025,1160,2040,402,3,138.16,10,Debit
224,5/4/2025,1017,2060,404,2,0,10,Cash
225,5/4/2025,1070,2075,401,2,624.51,10,Cash
226,5/4/2025,1129,2009,403,3,198.93,10,Debit
227,5/4/2025,1115,2004,401,2,2225.4,10,Debit
228,5/4/2025,1073,2009,401,3,66.31,10,Debit
229,5/4/2025,1118,2074,401,3,659.5,10,Cash
230,5/4/2025,1146,2083,402,2,614.53,10,Cash
231,5/4/2025,1154,2060,402,0,408.38,10,Debit
232,5/4/2025,1115,2013,403,0,2806.08,10,Cash
233,5/4/2025,1129,2082,402,0,1066.4,10,Cash
234,5/4/2025,1063,2090,404,3,71.64,10,Debit
235,5/4/2025,1134,2066,402,2,1238.54,10,Debit
236,5/4/2025,1095,2036,404,3,653.94,10,Debit
237,5/4/2025,1198,2043,401,2,1397.52,10,Debit
238,5/4/2025,1016,2042,401,3,0,10,Cash
239,5/4/2025,1072,2032,402,2,1512.96,10,Cash
240,5/4/2025,1020,2074,402,2,527.6,10,Debit
241,5/4/2025,1079,2083,404,1,691.34,10,Debit
242,5/4/2025,1152,2090,401,2,57.31,10,Debit
243,5/4/2025,1143,2048,403,1,0,10,Cash
244,5/4/2025,1171,2089,401,3,1654.08,10,Cash
245,5/4/2025,1130,2046,401,2,106.98,10,Debit
246,5/4/2025,1079,2023,402,2,3006.53,10,Cash
247,5/4/2025,1196,2062,402,1,1114.85,10,Cash
248,5/4/2025,1035,2019,401,2,0,10,Debit
249,5/4/2025,1025,2064,401,2,705.7,10,Debit
250,5/4/2025,1196,2079,402,3,2851.62,10,Debit
251,5/4/2025,1039,2020,402,1,338.25,10,Debit
252,5/4/2025,1184,2056,401,3,1574.16,10,Cash
253,5/4/2025,1093,2086,402,3,3576.4,10,Cash
254,5/4/2025,1156,2036,404,1,392.36,10,Debit
255,5/4/2025,1136,2030,403,3,509.91,10,Debit
256,5/4/2025,1049,2047,404,3,1674.9,10,Debit
257,5/4/2025,1196,2036,404,3,0,10,Cash
258,5/4/2025,1041,2025,402,2,671.09,10,Cash
259,5/4/2025,1013,2082,404,2,1066.4,10,Debit
260,5/4/2025,1141,2013,401,2,748.29,10,Cash
261,5/4/2025,1021,2097,402,2,673.68,10,Cash
262,5/4/2025,1115,2065,402,3,1881.36,10,Debit
263,5/4/2025,1023,2028,404,2,510.35,10,Debit
264,5/4/2025,1006,2053,401,3,610.15,10,Debit
265,5/4/2025,1128,2047,402,3,1004.94,10,Debit
266,5/4/2025,1020,2047,402,0,669.96,10,Cash
267,5/4/2025,1081,2012,403,1,1682.61,10,Cash
268,5/4/2025,1035,2004,403,3,927.25,10,Debit
269,5/4/2025,1178,2017,404,3,1854.8,10,Debit
270,5/4/2025,1157,2000,401,0,1938.62,10,Debit
271,5/4/2025,1065,2027,402,3,775.83,10,Cash
272,5/4/2025,1028,2099,403,1,3490.13,10,Cash
273,5/4/2025,1077,2015,401,1,1822.42,10,Debit
274,5/4/2025,1107,2081,404,0,2238.66,10,Cash
275,5/4/2025,1028,2063,401,1,994.43,10,Cash
276,5/4/2025,1183,2018,403,3,2711.3,10,Debit
277,5/4/2025,1000,2078,403,1,0,10,Debit
278,5/4/2025,1146,2053,402,0,1220.3,10,Debit
279,5/4/2025,1134,2046,401,0,33.43,10,Debit
280,5/4/2025,1099,2060,401,3,1633.52,10,Cash
281,5/4/2025,1095,2032,401,2,1512.96,10,Cash
282,5/4/2025,1017,2044,402,0,207.58,10,Debit
283,5/4/2025,1197,2074,403,1,593.55,10,Debit
284,5/4/2025,1011,2045,403,1,842.78,10,Debit
285,5/4/2025,1199,2087,404,3,159.32,10,Cash
286,5/4/2025,1161,2023,402,0,939.54,10,Cash
287,5/4/2025,1183,2099,404,0,1292.64,10,Debit
288,5/4/2025,1075,2025,401,1,0,10,Cash
289,5/4/2025,1010,2040,403,3,138.16,10,Cash
290,5/4/2025,1139,2060,403,0,1225.14,10,Debit
291,5/4/2025,1192,2082,402,2,213.28,10,Debit
292,5/4/2025,1091,2099,401,2,1034.11,10,Debit
293,5/4/2025,1069,2015,403,3,2699.88,10,Debit
294,5/4/2025,1102,2095,404,3,1472.37,10,Cash
295,5/4/2025,1086,2023,404,3,3758.16,10,Cash
296,5/4/2025,1094,2066,403,0,1032.12,10,Debit
297,5/4/2025,1186,2054,401,3,0,10,Debit
298,5/4/2025,1154,2023,403,2,751.63,10,Debit
299,5/4/2025,1026,2010,403,2,62.27,10,Cash
300,5/4/2025,1078,2057,404,1,393.28,10,Cash
301,5/4/2025,1176,2056,403,3,524.72,10,Debit
302,5/4/2025,1010,2093,403,3,0,10,Cash
303,5/4/2025,1070,2081,401,0,1492.44,10,Cash
304,5/4/2025,1171,2081,404,2,596.98,10,Debit
305,5/4/2025,1131,2095,402,0,1472.37,10,Debit
306,5/4/2025,1036,2077,404,0,1123.66,10,Debit
307,5/4/2025,1032,2008,402,2,106.54,10,Debit
308,5/4/2025,1092,2049,401,1,0,10,Cash
309,5/4/2025,1173,2057,403,2,349.58,10,Cash
310,5/4/2025,1113,2097,401,1,757.89,10,Debit
311,5/4/2025,1135,2046,404,2,80.23,10,Debit
312,5/4/2025,1166,2035,402,0,899.99,10,Debit
313,5/4/2025,1006,2094,402,3,1480.05,10,Cash
314,5/4/2025,1132,2049,401,2,1503.74,10,Cash
315,5/4/2025,1198,2033,404,1,2257.88,10,Debit
316,5/4/2025,1156,2036,404,1,784.73,10,Cash
317,5/4/2025,1031,2017,401,3,0,10,Cash
318,5/4/2025,1044,2091,404,0,1811.58,10,Debit
319,5/4/2025,1174,2040,403,0,34.54,10,Debit
320,5/4/2025,1140,2069,403,2,557.74,10,Debit
321,5/4/2025,1040,2091,402,2,724.63,10,Debit
322,5/4/2025,1130,2028,401,1,574.15,10,Cash
323,5/4/2025,1035,2030,404,0,339.94,10,Cash
324,5/4/2025,1092,2070,403,3,102.54,10,Debit
325,5/4/2025,1141,2016,401,0,0,10,Debit
326,5/4/2025,1079,2050,404,3,186.78,10,Debit
327,5/4/2025,1196,2052,401,1,2632.54,10,Cash
328,5/4/2025,1081,2082,401,3,1066.4,10,Cash
329,5/4/2025,1119,2087,403,1,0,10,Debit
330,5/4/2025,1199,2070,402,1,30.76,10,Cash
331,5/4/2025,1110,2064,401,0,0,10,Cash
332,5/4/2025,1132,2019,403,1,1681.07,10,Debit
333,5/4/2025,1041,2041,402,2,643.37,10,Debit
334,5/4/2025,1132,2036,401,2,348.77,10,Debit
335,5/4/2025,1050,2081,403,1,2686.39,10,Debit
336,5/4/2025,1160,2038,401,1,0,10,Cash
337,5/4/2025,1151,2074,402,1,1187.1,10,Cash
338,5/4/2025,1168,2079,403,0,1901.08,10,Debit
339,5/4/2025,1007,2010,401,2,62.27,10,Debit
340,5/4/2025,1166,2026,404,0,0,10,Debit
341,5/4/2025,1127,2080,403,2,1997.42,10,Cash
342,5/4/2025,1123,2031,404,2,1356.72,10,Cash
343,5/4/2025,1116,2009,401,1,119.36,10,Debit
344,5/4/2025,1112,2053,404,3,0,10,Cash
345,5/4/2025,1052,2043,402,2,698.76,10,Cash
346,5/4/2025,1183,2040,403,3,103.62,10,Debit
347,5/4/2025,1033,2097,403,0,4210.5,10,Debit
348,5/4/2025,1081,2030,404,0,339.94,10,Debit
349,5/4/2025,1068,2057,402,1,1179.85,10,Debit
350,5/4/2025,1024,2006,403,3,594,10,Cash
351,5/4/2025,1157,2053,402,1,1098.27,10,Cash
352,5/4/2025,1083,2073,403,1,2247.44,10,Debit
353,5/4/2025,1195,2020,404,3,1879.15,10,Debit
354,5/4/2025,1127,2039,404,0,1952.88,10,Debit
355,5/4/2025,1023,2050,404,1,0,10,Cash
356,5/4/2025,1055,2074,403,0,1978.5,10,Cash
357,5/4/2025,1012,2036,404,3,653.94,10,Debit
358,5/4/2025,1073,2068,401,0,2460.72,10,Cash
359,5/4/2025,1110,2017,403,2,370.96,10,Cash
360,5/4/2025,1195,2051,403,0,117.32,10,Debit
361,5/4/2025,1102,2006,402,2,792,10,Debit
362,5/4/2025,1141,2036,401,3,871.92,10,Debit
363,5/4/2025,1129,2057,403,0,1747.92,10,Debit
364,5/4/2025,1032,2012,404,2,997.1,10,Cash
365,5/4/2025,1086,2071,403,1,553.64,10,Cash
366,5/4/2025,1050,2077,404,0,561.83,10,Debit
367,5/4/2025,1011,2004,402,2,0,10,Debit
368,5/4/2025,1121,2066,404,1,0,10,Debit
369,5/4/2025,1155,2065,402,2,1128.82,10,Cash
370,5/4/2025,1156,2040,402,3,138.16,10,Cash
371,5/4/2025,1157,2094,403,2,1578.72,10,Debit
372,5/4/2025,1129,2065,404,2,752.54,10,Cash
373,5/4/2025,1121,2002,403,2,2771.2,10,Cash
374,5/4/2025,1172,2014,404,2,197.04,10,Debit
375,5/4/2025,1185,2088,401,3,2128.05,10,Debit
376,5/4/2025,1067,2083,402,0,0,10,Debit
377,5/4/2025,1149,2061,402,3,1199.52,10,Debit
378,5/4/2025,1037,2087,402,0,318.64,10,Cash
379,5/4/2025,1146,2089,401,1,744.34,10,Cash
380,5/4/2025,1004,2056,403,3,2098.88,10,Debit
381,5/4/2025,1038,2052,402,3,2193.78,10,Debit
382,5/4/2025,1128,2099,404,0,3877.92,10,Debit
383,5/4/2025,1180,2017,402,2,741.92,10,Cash
384,5/4/2025,1169,2061,404,2,319.87,10,Cash
385,5/4/2025,1044,2058,403,2,1066.8,10,Debit
386,5/4/2025,1173,2098,403,3,3631.44,10,Cash
387,5/4/2025,1049,2031,403,2,1356.72,10,Cash
388,5/4/2025,1057,2038,403,1,2501.58,10,Debit
389,5/4/2025,1176,2090,404,2,343.87,10,Debit
390,5/4/2025,1122,2044,403,2,166.06,10,Debit
391,5/4/2025,1031,2073,404,3,1498.29,10,Debit
392,5/4/2025,1088,2098,402,2,726.29,10,Cash
393,5/4/2025,1010,2036,401,2,348.77,10,Cash
394,5/4/2025,1113,2083,403,3,3072.64,10,Debit
395,5/4/2025,1054,2025,403,2,671.09,10,Debit
396,5/4/2025,1035,2013,402,1,1683.65,10,Debit
397,5/4/2025,1012,2085,402,1,217.94,10,Cash
398,5/4/2025,1013,2012,404,2,1994.21,10,Cash
399,5/4/2025,1183,2060,401,1,367.54,10,Debit
400,5/4/2025,1001,2070,402,3,102.54,10,Cash
401,5/4/2025,1167,2060,404,1,735.08,10,Cash
402,5/4/2025,1193,2036,403,2,348.77,10,Debit
403,5/4/2025,1165,2007,401,1,0,10,Debit
404,5/4/2025,1136,2094,401,1,1776.06,10,Debit
405,5/4/2025,1106,2022,401,3,671.18,10,Debit
406,5/4/2025,1126,2023,403,0,0,10,Cash
407,5/4/2025,1002,2038,401,2,1482.42,10,Cash
408,5/4/2025,1072,2058,404,1,1200.15,10,Debit
409,5/4/2025,1129,2059,403,1,1382.54,10,Debit
410,5/4/2025,1028,2042,402,3,502.83,10,Debit
411,5/4/2025,1165,2032,402,0,0,10,Cash
412,5/4/2025,1188,2043,403,1,1572.21,10,Cash
413,5/4/2025,1044,2078,404,3,426.03,10,Debit
414,5/4/2025,1131,2041,401,3,3216.84,10,Cash
415,5/4/2025,1171,2012,402,1,1121.74,10,Cash
416,5/4/2025,1122,2041,402,0,1608.42,10,Debit
417,5/4/2025,1066,2049,402,3,0,10,Debit
418,5/4/2025,1192,2034,403,2,326.81,10,Debit
419,5/4/2025,1149,2092,401,2,1157.3,10,Debit
420,5/4/2025,1167,2046,402,0,133.72,10,Cash
421,5/4/2025,1170,2015,404,2,0,10,Cash
422,5/4/2025,1040,2051,403,0,469.28,10,Debit
423,5/4/2025,1163,2037,403,1,0,10,Debit
424,5/4/2025,1056,2017,404,1,834.66,10,Debit
425,5/4/2025,1116,2095,403,3,490.79,10,Cash
426,5/4/2025,1179,2070,404,1,61.52,10,Cash
427,5/4/2025,1195,2031,401,3,1695.9,10,Debit
428,5/4/2025,1135,2090,403,0,0,10,Cash
429,5/4/2025,1144,2014,401,1,443.34,10,Cash
430,5/4/2025,1146,2068,402,1,2952.86,10,Debit
431,5/4/2025,1083,2066,404,0,516.06,10,Debit
432,5/4/2025,1174,2026,404,0,423.12,10,Debit
433,5/4/2025,1130,2057,401,3,1747.92,10,Debit
434,5/4/2025,1033,2065,404,3,0,10,Cash
435,5/4/2025,1144,2007,404,2,933.42,10,Cash
436,5/4/2025,1185,2002,404,2,692.8,10,Debit
437,5/4/2025,1000,2095,402,0,0,10,Debit
438,5/4/2025,1011,2054,403,0,900.51,10,Debit
439,5/4/2025,1138,2007,401,3,2333.56,10,Cash
440,5/4/2025,1008,2036,404,1,196.18,10,Cash
441,5/4/2025,1196,2017,404,2,741.92,10,Debit
442,5/4/2025,1097,2057,404,3,436.98,10,Cash
443,5/4/2025,1020,2087,402,2,637.28,10,Cash
444,5/4/2025,1030,2022,404,1,604.06,10,Debit
445,5/4/2025,1186,2028,401,0,2551.76,10,Debit
446,5/4/2025,1076,2059,404,3,1536.15,10,Debit
447,5/4/2025,1058,2031,404,2,0,10,Debit
448,5/4/2025,1039,2035,402,0,899.99,10,Cash
449,5/4/2025,1008,2084,404,0,845.55,10,Cash
450,5/4/2025,1061,2026,401,0,423.12,10,Debit
451,5/4/2025,1152,2004,404,0,2781.75,10,Debit
452,5/4/2025,1062,2094,401,3,1973.4,10,Debit
453,5/4/2025,1112,2029,402,0,13.51,10,Cash
454,5/4/2025,1035,2064,403,1,0,10,Cash
455,5/4/2025,1187,2073,403,2,399.54,10,Debit
456,5/4/2025,1060,2038,402,1,3335.44,10,Cash
457,5/4/2025,1105,2038,403,0,1853.02,10,Cash
458,5/4/2025,1142,2075,402,3,3903.2,10,Debit
459,5/4/2025,1142,2063,401,2,1325.9,10,Debit
460,5/4/2025,1164,2085,404,2,387.44,10,Debit
461,5/4/2025,1178,2053,404,1,1647.4,10,Debit
462,5/4/2025,1076,2048,402,3,1072.89,10,Cash
463,5/4/2025,1061,2028,403,1,1148.29,10,Cash
464,5/4/2025,1118,2007,404,3,1750.17,10,Debit
465,5/4/2025,1142,2067,402,3,1163.8,10,Debit
466,5/4/2025,1062,2032,402,2,756.48,10,Debit
467,5/4/2025,1165,2010,404,2,124.54,10,Cash
468,5/4/2025,1023,2068,402,0,2460.72,10,Cash
469,5/4/2025,1068,2048,401,0,715.26,10,Debit
470,5/4/2025,1048,2097,402,3,0,10,Cash
471,5/4/2025,1053,2042,403,0,167.61,10,Cash
472,5/4/2025,1054,2024,401,3,372.81,10,Debit
473,5/4/2025,1062,2089,402,3,1240.56,10,Debit
474,5/4/2025,1061,2070,403,2,27.34,10,Debit
475,5/4/2025,1097,2059,403,2,0,10,Debit
476,5/4/2025,1066,2046,404,3,200.58,10,Cash
477,5/4/2025,1025,2092,404,2,771.54,10,Cash
478,5/4/2025,1052,2047,403,3,334.98,10,Debit
